target,guess_count,memory,strategy
wryly,3,False,Strategy.RANDOM
sinew,5,False,Strategy.RANDOM
ovoid,4,False,Strategy.RANDOM
baron,4,False,Strategy.RANDOM
shook,4,False,Strategy.RANDOM
thong,4,False,Strategy.RANDOM
gourd,4,False,Strategy.RANDOM
alloy,2,False,Strategy.RANDOM
slush,5,False,Strategy.RANDOM
aider,4,False,Strategy.RANDOM
ovine,5,False,Strategy.RANDOM
dense,4,False,Strategy.RANDOM
pecan,4,False,Strategy.RANDOM
mammy,5,False,Strategy.RANDOM
gassy,5,False,Strategy.RANDOM
wimpy,3,False,Strategy.RANDOM
beech,4,False,Strategy.RANDOM
payer,4,False,Strategy.RANDOM
snore,3,False,Strategy.RANDOM
macro,4,False,Strategy.RANDOM
mower,4,False,Strategy.RANDOM
toddy,4,False,Strategy.RANDOM
saner,3,False,Strategy.RANDOM
dealt,4,False,Strategy.RANDOM
berry,2,False,Strategy.RANDOM
cliff,3,False,Strategy.RANDOM
hasty,3,False,Strategy.RANDOM
bloat,5,False,Strategy.RANDOM
puffy,4,False,Strategy.RANDOM
quell,4,False,Strategy.RANDOM
humus,2,False,Strategy.RANDOM
loath,4,False,Strategy.RANDOM
shale,4,False,Strategy.RANDOM
copse,4,False,Strategy.RANDOM
teddy,5,False,Strategy.RANDOM
pushy,4,False,Strategy.RANDOM
quack,2,False,Strategy.RANDOM
graze,6,False,Strategy.RANDOM
rehab,4,False,Strategy.RANDOM
juicy,4,False,Strategy.RANDOM
roost,4,False,Strategy.RANDOM
seize,5,False,Strategy.RANDOM
vista,4,False,Strategy.RANDOM
erect,3,False,Strategy.RANDOM
drunk,5,False,Strategy.RANDOM
screw,5,False,Strategy.RANDOM
aping,4,False,Strategy.RANDOM
adorn,3,False,Strategy.RANDOM
fatty,5,False,Strategy.RANDOM
decor,4,False,Strategy.RANDOM
crude,3,False,Strategy.RANDOM
ombre,4,False,Strategy.RANDOM
hydro,3,False,Strategy.RANDOM
burst,5,False,Strategy.RANDOM
sigma,4,False,Strategy.RANDOM
white,4,False,Strategy.RANDOM
avoid,3,False,Strategy.RANDOM
cycle,4,False,Strategy.RANDOM
theft,4,False,Strategy.RANDOM
synod,4,False,Strategy.RANDOM
cabby,5,False,Strategy.RANDOM
truce,4,False,Strategy.RANDOM
tamer,4,False,Strategy.RANDOM
aunty,2,False,Strategy.RANDOM
snuff,3,False,Strategy.RANDOM
clout,5,False,Strategy.RANDOM
pagan,5,False,Strategy.RANDOM
godly,4,False,Strategy.RANDOM
opium,3,False,Strategy.RANDOM
shack,5,False,Strategy.RANDOM
chess,4,False,Strategy.RANDOM
brawl,4,False,Strategy.RANDOM
cobra,4,False,Strategy.RANDOM
covey,5,False,Strategy.RANDOM
taker,5,False,Strategy.RANDOM
booth,2,False,Strategy.RANDOM
eight,4,False,Strategy.RANDOM
stalk,4,False,Strategy.RANDOM
buxom,3,False,Strategy.RANDOM
skull,5,False,Strategy.RANDOM
slain,4,False,Strategy.RANDOM
augur,4,False,Strategy.RANDOM
fudge,5,False,Strategy.RANDOM
plush,3,False,Strategy.RANDOM
shock,5,False,Strategy.RANDOM
stave,4,False,Strategy.RANDOM
dusty,6,False,Strategy.RANDOM
sadly,6,False,Strategy.RANDOM
remit,4,False,Strategy.RANDOM
sumac,3,False,Strategy.RANDOM
gazer,7,False,Strategy.RANDOM
arise,4,False,Strategy.RANDOM
abled,5,False,Strategy.RANDOM
billy,3,False,Strategy.RANDOM
login,2,False,Strategy.RANDOM
emcee,5,False,Strategy.RANDOM
pooch,3,False,Strategy.RANDOM
freer,4,False,Strategy.RANDOM
harem,4,False,Strategy.RANDOM
cress,4,False,Strategy.RANDOM
idiot,5,False,Strategy.RANDOM
drawl,5,False,Strategy.RANDOM
rifle,4,False,Strategy.RANDOM
waive,6,False,Strategy.RANDOM
quilt,5,False,Strategy.RANDOM
siren,4,False,Strategy.RANDOM
orbit,2,False,Strategy.RANDOM
swash,5,False,Strategy.RANDOM
gayer,4,False,Strategy.RANDOM
druid,5,False,Strategy.RANDOM
began,2,False,Strategy.RANDOM
inlet,3,False,Strategy.RANDOM
derby,6,False,Strategy.RANDOM
uncut,4,False,Strategy.RANDOM
grape,6,False,Strategy.RANDOM
moron,2,False,Strategy.RANDOM
tulip,4,False,Strategy.RANDOM
creed,3,False,Strategy.RANDOM
mound,6,False,Strategy.RANDOM
harry,2,False,Strategy.RANDOM
chasm,2,False,Strategy.RANDOM
soapy,5,False,Strategy.RANDOM
zonal,4,False,Strategy.RANDOM
skulk,3,False,Strategy.RANDOM
leach,5,False,Strategy.RANDOM
slime,5,False,Strategy.RANDOM
gaily,6,False,Strategy.RANDOM
plume,3,False,Strategy.RANDOM
poser,7,False,Strategy.RANDOM
downy,4,False,Strategy.RANDOM
wager,4,False,Strategy.RANDOM
reedy,3,False,Strategy.RANDOM
woody,4,False,Strategy.RANDOM
prism,3,False,Strategy.RANDOM
niece,4,False,Strategy.RANDOM
cagey,3,False,Strategy.RANDOM
pried,4,False,Strategy.RANDOM
avian,3,False,Strategy.RANDOM
gonad,4,False,Strategy.RANDOM
color,5,False,Strategy.RANDOM
freed,6,False,Strategy.RANDOM
ralph,5,False,Strategy.RANDOM
jumbo,5,False,Strategy.RANDOM
river,6,False,Strategy.RANDOM
token,3,False,Strategy.RANDOM
fairy,6,False,Strategy.RANDOM
idyll,4,False,Strategy.RANDOM
truer,3,False,Strategy.RANDOM
clasp,4,False,Strategy.RANDOM
stuff,4,False,Strategy.RANDOM
boule,4,False,Strategy.RANDOM
wreck,5,False,Strategy.RANDOM
fatal,4,False,Strategy.RANDOM
bowel,6,False,Strategy.RANDOM
leant,4,False,Strategy.RANDOM
gypsy,4,False,Strategy.RANDOM
speed,3,False,Strategy.RANDOM
alibi,4,False,Strategy.RANDOM
crash,3,False,Strategy.RANDOM
elfin,4,False,Strategy.RANDOM
abort,4,False,Strategy.RANDOM
snuck,4,False,Strategy.RANDOM
thick,4,False,Strategy.RANDOM
guava,3,False,Strategy.RANDOM
hedge,5,False,Strategy.RANDOM
cutie,4,False,Strategy.RANDOM
grope,3,False,Strategy.RANDOM
giver,5,False,Strategy.RANDOM
dross,4,False,Strategy.RANDOM
vigil,4,False,Strategy.RANDOM
femme,4,False,Strategy.RANDOM
swore,4,False,Strategy.RANDOM
canal,2,False,Strategy.RANDOM
laden,5,False,Strategy.RANDOM
hippy,4,False,Strategy.RANDOM
savoy,3,False,Strategy.RANDOM
filth,3,False,Strategy.RANDOM
welsh,4,False,Strategy.RANDOM
lipid,3,False,Strategy.RANDOM
unwed,4,False,Strategy.RANDOM
urine,5,False,Strategy.RANDOM
gumbo,4,False,Strategy.RANDOM
eaten,4,False,Strategy.RANDOM
shady,3,False,Strategy.RANDOM
caput,5,False,Strategy.RANDOM
hussy,4,False,Strategy.RANDOM
amaze,5,False,Strategy.RANDOM
liken,3,False,Strategy.RANDOM
tonga,2,False,Strategy.RANDOM
salve,4,False,Strategy.RANDOM
puppy,4,False,Strategy.RANDOM
salon,3,False,Strategy.RANDOM
bless,4,False,Strategy.RANDOM
gaffe,4,False,Strategy.RANDOM
satyr,3,False,Strategy.RANDOM
semen,5,False,Strategy.RANDOM
women,3,False,Strategy.RANDOM
missy,7,False,Strategy.RANDOM
woozy,4,False,Strategy.RANDOM
haste,4,False,Strategy.RANDOM
reply,4,False,Strategy.RANDOM
clack,5,False,Strategy.RANDOM
dried,6,False,Strategy.RANDOM
amply,4,False,Strategy.RANDOM
cello,2,False,Strategy.RANDOM
lorry,7,False,Strategy.RANDOM
friar,5,False,Strategy.RANDOM
arose,4,False,Strategy.RANDOM
chick,5,False,Strategy.RANDOM
junto,4,False,Strategy.RANDOM
newly,3,False,Strategy.RANDOM
conch,3,False,Strategy.RANDOM
filmy,6,False,Strategy.RANDOM
elide,5,False,Strategy.RANDOM
amend,3,False,Strategy.RANDOM
manic,4,False,Strategy.RANDOM
evict,5,False,Strategy.RANDOM
satin,5,False,Strategy.RANDOM
dodgy,3,False,Strategy.RANDOM
tarot,3,False,Strategy.RANDOM
crock,3,False,Strategy.RANDOM
umbra,4,False,Strategy.RANDOM
odder,3,False,Strategy.RANDOM
debar,4,False,Strategy.RANDOM
reset,3,False,Strategy.RANDOM
purer,3,False,Strategy.RANDOM
bobby,7,False,Strategy.RANDOM
befit,4,False,Strategy.RANDOM
verso,4,False,Strategy.RANDOM
creme,5,False,Strategy.RANDOM
paste,5,False,Strategy.RANDOM
rebar,4,False,Strategy.RANDOM
imply,4,False,Strategy.RANDOM
fetus,4,False,Strategy.RANDOM
palsy,3,False,Strategy.RANDOM
punch,4,False,Strategy.RANDOM
femur,3,False,Strategy.RANDOM
kitty,7,False,Strategy.RANDOM
quoth,4,False,Strategy.RANDOM
scree,3,False,Strategy.RANDOM
raven,4,False,Strategy.RANDOM
rabid,5,False,Strategy.RANDOM
obese,4,False,Strategy.RANDOM
spook,3,False,Strategy.RANDOM
cabin,4,False,Strategy.RANDOM
smote,4,False,Strategy.RANDOM
slept,3,False,Strategy.RANDOM
tenet,5,False,Strategy.RANDOM
harpy,5,False,Strategy.RANDOM
slick,4,False,Strategy.RANDOM
awoke,4,False,Strategy.RANDOM
tight,7,False,Strategy.RANDOM
afoul,4,False,Strategy.RANDOM
bluer,5,False,Strategy.RANDOM
pubic,5,False,Strategy.RANDOM
spawn,4,False,Strategy.RANDOM
shied,6,False,Strategy.RANDOM
shoal,3,False,Strategy.RANDOM
blood,5,False,Strategy.RANDOM
spool,5,False,Strategy.RANDOM
renal,4,False,Strategy.RANDOM
racer,3,False,Strategy.RANDOM
envoy,3,False,Strategy.RANDOM
lance,5,False,Strategy.RANDOM
reign,5,False,Strategy.RANDOM
stunk,4,False,Strategy.RANDOM
roast,4,False,Strategy.RANDOM
brood,5,False,Strategy.RANDOM
willy,4,False,Strategy.RANDOM
abuse,5,False,Strategy.RANDOM
raspy,4,False,Strategy.RANDOM
loose,4,False,Strategy.RANDOM
vegan,6,False,Strategy.RANDOM
sheik,3,False,Strategy.RANDOM
fauna,4,False,Strategy.RANDOM
algae,2,False,Strategy.RANDOM
quark,3,False,Strategy.RANDOM
rabbi,4,False,Strategy.RANDOM
pygmy,5,False,Strategy.RANDOM
crump,3,False,Strategy.RANDOM
stuck,4,False,Strategy.RANDOM
proof,2,False,Strategy.RANDOM
smack,4,False,Strategy.RANDOM
grass,5,False,Strategy.RANDOM
fruit,3,False,Strategy.RANDOM
vaunt,4,False,Strategy.RANDOM
olden,6,False,Strategy.RANDOM
prude,5,False,Strategy.RANDOM
optic,4,False,Strategy.RANDOM
dying,4,False,Strategy.RANDOM
pasty,3,False,Strategy.RANDOM
ovary,4,False,Strategy.RANDOM
scuba,4,False,Strategy.RANDOM
bound,5,False,Strategy.RANDOM
snowy,2,False,Strategy.RANDOM
grunt,5,False,Strategy.RANDOM
worth,4,False,Strategy.RANDOM
slimy,3,False,Strategy.RANDOM
vomit,3,False,Strategy.RANDOM
mocha,4,False,Strategy.RANDOM
miser,7,False,Strategy.RANDOM
tread,4,False,Strategy.RANDOM
begun,5,False,Strategy.RANDOM
crick,2,False,Strategy.RANDOM
hotly,3,False,Strategy.RANDOM
sheer,4,False,Strategy.RANDOM
sober,4,False,Strategy.RANDOM
radar,5,False,Strategy.RANDOM
alley,6,False,Strategy.RANDOM
spied,5,False,Strategy.RANDOM
elegy,5,False,Strategy.RANDOM
cough,3,False,Strategy.RANDOM
pouch,7,False,Strategy.RANDOM
slide,4,False,Strategy.RANDOM
clung,3,False,Strategy.RANDOM
coupe,5,False,Strategy.RANDOM
flier,4,False,Strategy.RANDOM
minim,4,False,Strategy.RANDOM
opine,5,False,Strategy.RANDOM
weave,4,False,Strategy.RANDOM
ingot,6,False,Strategy.RANDOM
drier,3,False,Strategy.RANDOM
melee,5,False,Strategy.RANDOM
gruff,5,False,Strategy.RANDOM
strut,5,False,Strategy.RANDOM
slack,3,False,Strategy.RANDOM
tramp,4,False,Strategy.RANDOM
truck,3,False,Strategy.RANDOM
cairn,3,False,Strategy.RANDOM
sperm,4,False,Strategy.RANDOM
dimly,5,False,Strategy.RANDOM
ester,5,False,Strategy.RANDOM
demon,4,False,Strategy.RANDOM
fluid,5,False,Strategy.RANDOM
paddy,6,False,Strategy.RANDOM
juror,4,False,Strategy.RANDOM
tango,5,False,Strategy.RANDOM
scion,4,False,Strategy.RANDOM
geeky,5,False,Strategy.RANDOM
lurid,3,False,Strategy.RANDOM
pivot,4,False,Strategy.RANDOM
dress,2,False,Strategy.RANDOM
sleet,5,False,Strategy.RANDOM
sneer,3,False,Strategy.RANDOM
filly,6,False,Strategy.RANDOM
begat,2,False,Strategy.RANDOM
sooty,4,False,Strategy.RANDOM
putty,3,False,Strategy.RANDOM
sling,4,False,Strategy.RANDOM
furry,6,False,Strategy.RANDOM
lurch,5,False,Strategy.RANDOM
hymen,2,False,Strategy.RANDOM
privy,5,False,Strategy.RANDOM
entry,4,False,Strategy.RANDOM
spank,3,False,Strategy.RANDOM
crack,4,False,Strategy.RANDOM
bingo,6,False,Strategy.RANDOM
afire,6,False,Strategy.RANDOM
china,5,False,Strategy.RANDOM
creek,3,False,Strategy.RANDOM
haute,3,False,Strategy.RANDOM
snipe,6,False,Strategy.RANDOM
theta,4,False,Strategy.RANDOM
terra,4,False,Strategy.RANDOM
mamma,5,False,Strategy.RANDOM
gulch,4,False,Strategy.RANDOM
ripen,5,False,Strategy.RANDOM
sheen,4,False,Strategy.RANDOM
meaty,4,False,Strategy.RANDOM
flack,4,False,Strategy.RANDOM
strip,4,False,Strategy.RANDOM
rally,5,False,Strategy.RANDOM
chide,5,False,Strategy.RANDOM
blind,4,False,Strategy.RANDOM
morph,3,False,Strategy.RANDOM
stank,4,False,Strategy.RANDOM
hoist,4,False,Strategy.RANDOM
filer,4,False,Strategy.RANDOM
maker,3,False,Strategy.RANDOM
widow,2,False,Strategy.RANDOM
drake,4,False,Strategy.RANDOM
tribe,3,False,Strategy.RANDOM
valve,6,False,Strategy.RANDOM
musky,4,False,Strategy.RANDOM
botch,4,False,Strategy.RANDOM
steak,5,False,Strategy.RANDOM
drama,2,False,Strategy.RANDOM
virus,4,False,Strategy.RANDOM
milky,2,False,Strategy.RANDOM
serif,4,False,Strategy.RANDOM
mafia,5,False,Strategy.RANDOM
prawn,4,False,Strategy.RANDOM
sonar,3,False,Strategy.RANDOM
apnea,4,False,Strategy.RANDOM
drank,2,False,Strategy.RANDOM
newer,5,False,Strategy.RANDOM
sieve,5,False,Strategy.RANDOM
baggy,3,False,Strategy.RANDOM
puree,5,False,Strategy.RANDOM
short,3,False,Strategy.RANDOM
piggy,6,False,Strategy.RANDOM
smell,4,False,Strategy.RANDOM
suing,3,False,Strategy.RANDOM
ditch,3,False,Strategy.RANDOM
bosom,4,False,Strategy.RANDOM
creep,3,False,Strategy.RANDOM
blitz,4,False,Strategy.RANDOM
penny,4,False,Strategy.RANDOM
bezel,5,False,Strategy.RANDOM
mange,6,False,Strategy.RANDOM
droit,4,False,Strategy.RANDOM
parka,4,False,Strategy.RANDOM
unity,3,False,Strategy.RANDOM
bunny,5,False,Strategy.RANDOM
sixty,6,False,Strategy.RANDOM
boney,4,False,Strategy.RANDOM
frisk,4,False,Strategy.RANDOM
caddy,7,False,Strategy.RANDOM
sewer,6,False,Strategy.RANDOM
lyric,4,False,Strategy.RANDOM
kappa,6,False,Strategy.RANDOM
razor,4,False,Strategy.RANDOM
batch,4,False,Strategy.RANDOM
lupus,4,False,Strategy.RANDOM
ankle,5,False,Strategy.RANDOM
spiny,3,False,Strategy.RANDOM
croup,5,False,Strategy.RANDOM
gusto,3,False,Strategy.RANDOM
quasi,5,False,Strategy.RANDOM
swift,4,False,Strategy.RANDOM
flute,6,False,Strategy.RANDOM
mover,7,False,Strategy.RANDOM
wooly,4,False,Strategy.RANDOM
comic,5,False,Strategy.RANDOM
swear,5,False,Strategy.RANDOM
bused,4,False,Strategy.RANDOM
axial,4,False,Strategy.RANDOM
ovate,4,False,Strategy.RANDOM
fable,5,False,Strategy.RANDOM
rumor,6,False,Strategy.RANDOM
sworn,4,False,Strategy.RANDOM
kinky,5,False,Strategy.RANDOM
poesy,3,False,Strategy.RANDOM
peril,4,False,Strategy.RANDOM
myrrh,4,False,Strategy.RANDOM
taint,4,False,Strategy.RANDOM
wield,4,False,Strategy.RANDOM
girly,5,False,Strategy.RANDOM
erase,5,False,Strategy.RANDOM
claim,2,False,Strategy.RANDOM
dowdy,5,False,Strategy.RANDOM
butte,4,False,Strategy.RANDOM
chili,6,False,Strategy.RANDOM
waver,7,False,Strategy.RANDOM
ruler,3,False,Strategy.RANDOM
buyer,6,False,Strategy.RANDOM
sooth,4,False,Strategy.RANDOM
spree,4,False,Strategy.RANDOM
tense,3,False,Strategy.RANDOM
lumen,4,False,Strategy.RANDOM
horny,3,False,Strategy.RANDOM
icily,6,False,Strategy.RANDOM
hovel,4,False,Strategy.RANDOM
posit,3,False,Strategy.RANDOM
scamp,6,False,Strategy.RANDOM
sully,5,False,Strategy.RANDOM
wrest,5,False,Strategy.RANDOM
flush,6,False,Strategy.RANDOM
etude,4,False,Strategy.RANDOM
clang,6,False,Strategy.RANDOM
shone,5,False,Strategy.RANDOM
fiery,4,False,Strategy.RANDOM
tepee,4,False,Strategy.RANDOM
moody,4,False,Strategy.RANDOM
plied,5,False,Strategy.RANDOM
slyly,5,False,Strategy.RANDOM
belle,5,False,Strategy.RANDOM
warty,5,False,Strategy.RANDOM
cried,6,False,Strategy.RANDOM
fanny,4,False,Strategy.RANDOM
pesto,4,False,Strategy.RANDOM
rugby,6,False,Strategy.RANDOM
golly,4,False,Strategy.RANDOM
junta,4,False,Strategy.RANDOM
leper,6,False,Strategy.RANDOM
dirty,5,False,Strategy.RANDOM
spiky,4,False,Strategy.RANDOM
ninny,3,False,Strategy.RANDOM
felon,2,False,Strategy.RANDOM
rarer,3,False,Strategy.RANDOM
trump,4,False,Strategy.RANDOM
rajah,4,False,Strategy.RANDOM
vogue,4,False,Strategy.RANDOM
dully,3,False,Strategy.RANDOM
tulle,5,False,Strategy.RANDOM
fence,3,False,Strategy.RANDOM
couch,5,False,Strategy.RANDOM
grave,2,False,Strategy.RANDOM
bushy,3,False,Strategy.RANDOM
trunk,4,False,Strategy.RANDOM
clank,5,False,Strategy.RANDOM
dumpy,4,False,Strategy.RANDOM
dough,4,False,Strategy.RANDOM
clued,7,False,Strategy.RANDOM
nosey,2,False,Strategy.RANDOM
weigh,3,False,Strategy.RANDOM
slurp,5,False,Strategy.RANDOM
latch,4,False,Strategy.RANDOM
octal,3,False,Strategy.RANDOM
gayly,5,False,Strategy.RANDOM
bible,4,False,Strategy.RANDOM
vicar,4,False,Strategy.RANDOM
singe,3,False,Strategy.RANDOM
utile,3,False,Strategy.RANDOM
shalt,4,False,Strategy.RANDOM
furor,3,False,Strategy.RANDOM
segue,4,False,Strategy.RANDOM
drown,4,False,Strategy.RANDOM
ficus,4,False,Strategy.RANDOM
spunk,5,False,Strategy.RANDOM
oaken,3,False,Strategy.RANDOM
fight,5,False,Strategy.RANDOM
gavel,4,False,Strategy.RANDOM
sloop,3,False,Strategy.RANDOM
diver,5,False,Strategy.RANDOM
smoky,2,False,Strategy.RANDOM
riser,5,False,Strategy.RANDOM
valor,3,False,Strategy.RANDOM
slink,5,False,Strategy.RANDOM
payee,4,False,Strategy.RANDOM
lobby,5,False,Strategy.RANDOM
waxen,4,False,Strategy.RANDOM
parse,4,False,Strategy.RANDOM
mucus,2,False,Strategy.RANDOM
basal,5,False,Strategy.RANDOM
tatty,4,False,Strategy.RANDOM
brunt,5,False,Strategy.RANDOM
