target,guess_count,memory,strategy
cacti,4,False,Strategy.ENTROPIC
scene,3,False,Strategy.ENTROPIC
afoot,5,False,Strategy.ENTROPIC
silky,4,False,Strategy.ENTROPIC
sappy,5,False,Strategy.ENTROPIC
array,3,False,Strategy.ENTROPIC
rearm,5,False,Strategy.ENTROPIC
iliac,3,False,Strategy.ENTROPIC
basis,4,False,Strategy.ENTROPIC
fetal,3,False,Strategy.ENTROPIC
eerie,3,False,Strategy.ENTROPIC
vapor,5,False,Strategy.ENTROPIC
eclat,3,False,Strategy.ENTROPIC
waist,3,False,Strategy.ENTROPIC
kneed,4,False,Strategy.ENTROPIC
jetty,4,False,Strategy.ENTROPIC
fussy,3,False,Strategy.ENTROPIC
guilt,3,False,Strategy.ENTROPIC
recut,4,False,Strategy.ENTROPIC
elect,4,False,Strategy.ENTROPIC
noose,6,False,Strategy.ENTROPIC
rural,3,False,Strategy.ENTROPIC
pudgy,4,False,Strategy.ENTROPIC
deuce,3,False,Strategy.ENTROPIC
spurn,4,False,Strategy.ENTROPIC
husky,3,False,Strategy.ENTROPIC
bison,4,False,Strategy.ENTROPIC
cruel,3,False,Strategy.ENTROPIC
nutty,4,False,Strategy.ENTROPIC
slunk,3,False,Strategy.ENTROPIC
mangy,3,False,Strategy.ENTROPIC
torus,3,False,Strategy.ENTROPIC
lymph,3,False,Strategy.ENTROPIC
shoot,3,False,Strategy.ENTROPIC
liege,4,False,Strategy.ENTROPIC
fleet,5,False,Strategy.ENTROPIC
swoop,5,False,Strategy.ENTROPIC
freak,4,False,Strategy.ENTROPIC
outgo,4,False,Strategy.ENTROPIC
chuck,5,False,Strategy.ENTROPIC
dairy,3,False,Strategy.ENTROPIC
tabby,4,False,Strategy.ENTROPIC
allot,3,False,Strategy.ENTROPIC
axion,4,False,Strategy.ENTROPIC
viper,5,False,Strategy.ENTROPIC
surge,3,False,Strategy.ENTROPIC
bleat,3,False,Strategy.ENTROPIC
dunce,4,False,Strategy.ENTROPIC
mogul,3,False,Strategy.ENTROPIC
rinse,4,False,Strategy.ENTROPIC
scoop,5,False,Strategy.ENTROPIC
timid,4,False,Strategy.ENTROPIC
sniff,4,False,Strategy.ENTROPIC
daily,3,False,Strategy.ENTROPIC
chaff,4,False,Strategy.ENTROPIC
vocal,5,False,Strategy.ENTROPIC
among,3,False,Strategy.ENTROPIC
flaky,3,False,Strategy.ENTROPIC
slant,2,False,Strategy.ENTROPIC
cabal,5,False,Strategy.ENTROPIC
muddy,4,False,Strategy.ENTROPIC
cleat,4,False,Strategy.ENTROPIC
gloss,4,False,Strategy.ENTROPIC
fecal,3,False,Strategy.ENTROPIC
trial,3,False,Strategy.ENTROPIC
visit,4,False,Strategy.ENTROPIC
allay,4,False,Strategy.ENTROPIC
sepia,4,False,Strategy.ENTROPIC
legal,3,False,Strategy.ENTROPIC
purse,5,False,Strategy.ENTROPIC
rigor,5,False,Strategy.ENTROPIC
wharf,4,False,Strategy.ENTROPIC
swami,3,False,Strategy.ENTROPIC
align,3,False,Strategy.ENTROPIC
cubic,5,False,Strategy.ENTROPIC
wrack,3,False,Strategy.ENTROPIC
cavil,3,False,Strategy.ENTROPIC
fluke,4,False,Strategy.ENTROPIC
tweet,6,False,Strategy.ENTROPIC
shirt,2,False,Strategy.ENTROPIC
winch,6,False,Strategy.ENTROPIC
wryly,3,False,Strategy.ENTROPIC
sinew,4,False,Strategy.ENTROPIC
ovoid,4,False,Strategy.ENTROPIC
baron,4,False,Strategy.ENTROPIC
shook,4,False,Strategy.ENTROPIC
thong,3,False,Strategy.ENTROPIC
gourd,3,False,Strategy.ENTROPIC
alloy,3,False,Strategy.ENTROPIC
slush,6,False,Strategy.ENTROPIC
aider,2,False,Strategy.ENTROPIC
ovine,4,False,Strategy.ENTROPIC
dense,3,False,Strategy.ENTROPIC
pecan,4,False,Strategy.ENTROPIC
mammy,3,False,Strategy.ENTROPIC
gassy,4,False,Strategy.ENTROPIC
wimpy,4,False,Strategy.ENTROPIC
beech,4,False,Strategy.ENTROPIC
payer,3,False,Strategy.ENTROPIC
snore,5,False,Strategy.ENTROPIC
macro,4,False,Strategy.ENTROPIC
mower,4,False,Strategy.ENTROPIC
toddy,3,False,Strategy.ENTROPIC
saner,6,False,Strategy.ENTROPIC
dealt,3,False,Strategy.ENTROPIC
berry,4,False,Strategy.ENTROPIC
cliff,5,False,Strategy.ENTROPIC
hasty,3,False,Strategy.ENTROPIC
bloat,4,False,Strategy.ENTROPIC
puffy,4,False,Strategy.ENTROPIC
quell,4,False,Strategy.ENTROPIC
humus,3,False,Strategy.ENTROPIC
loath,2,False,Strategy.ENTROPIC
shale,2,False,Strategy.ENTROPIC
copse,3,False,Strategy.ENTROPIC
teddy,4,False,Strategy.ENTROPIC
pushy,6,False,Strategy.ENTROPIC
quack,3,False,Strategy.ENTROPIC
graze,6,False,Strategy.ENTROPIC
rehab,3,False,Strategy.ENTROPIC
juicy,3,False,Strategy.ENTROPIC
roost,3,False,Strategy.ENTROPIC
seize,5,False,Strategy.ENTROPIC
vista,3,False,Strategy.ENTROPIC
erect,3,False,Strategy.ENTROPIC
drunk,3,False,Strategy.ENTROPIC
screw,3,False,Strategy.ENTROPIC
aping,3,False,Strategy.ENTROPIC
adorn,4,False,Strategy.ENTROPIC
fatty,5,False,Strategy.ENTROPIC
decor,3,False,Strategy.ENTROPIC
crude,3,False,Strategy.ENTROPIC
ombre,4,False,Strategy.ENTROPIC
hydro,4,False,Strategy.ENTROPIC
burst,2,False,Strategy.ENTROPIC
sigma,4,False,Strategy.ENTROPIC
white,3,False,Strategy.ENTROPIC
avoid,3,False,Strategy.ENTROPIC
cycle,3,False,Strategy.ENTROPIC
theft,4,False,Strategy.ENTROPIC
synod,3,False,Strategy.ENTROPIC
cabby,5,False,Strategy.ENTROPIC
truce,3,False,Strategy.ENTROPIC
tamer,5,False,Strategy.ENTROPIC
aunty,3,False,Strategy.ENTROPIC
snuff,5,False,Strategy.ENTROPIC
clout,3,False,Strategy.ENTROPIC
pagan,4,False,Strategy.ENTROPIC
godly,3,False,Strategy.ENTROPIC
opium,4,False,Strategy.ENTROPIC
shack,3,False,Strategy.ENTROPIC
chess,4,False,Strategy.ENTROPIC
brawl,3,False,Strategy.ENTROPIC
cobra,3,False,Strategy.ENTROPIC
covey,3,False,Strategy.ENTROPIC
taker,4,False,Strategy.ENTROPIC
booth,4,False,Strategy.ENTROPIC
eight,3,False,Strategy.ENTROPIC
stalk,3,False,Strategy.ENTROPIC
buxom,3,False,Strategy.ENTROPIC
skull,4,False,Strategy.ENTROPIC
slain,2,False,Strategy.ENTROPIC
augur,4,False,Strategy.ENTROPIC
fudge,5,False,Strategy.ENTROPIC
plush,5,False,Strategy.ENTROPIC
shock,3,False,Strategy.ENTROPIC
stave,5,False,Strategy.ENTROPIC
dusty,3,False,Strategy.ENTROPIC
sadly,3,False,Strategy.ENTROPIC
remit,3,False,Strategy.ENTROPIC
sumac,4,False,Strategy.ENTROPIC
gazer,6,False,Strategy.ENTROPIC
arise,2,False,Strategy.ENTROPIC
abled,3,False,Strategy.ENTROPIC
billy,4,False,Strategy.ENTROPIC
login,4,False,Strategy.ENTROPIC
emcee,4,False,Strategy.ENTROPIC
pooch,4,False,Strategy.ENTROPIC
freer,4,False,Strategy.ENTROPIC
harem,3,False,Strategy.ENTROPIC
cress,4,False,Strategy.ENTROPIC
idiot,3,False,Strategy.ENTROPIC
drawl,3,False,Strategy.ENTROPIC
rifle,3,False,Strategy.ENTROPIC
waive,4,False,Strategy.ENTROPIC
quilt,5,False,Strategy.ENTROPIC
siren,3,False,Strategy.ENTROPIC
orbit,3,False,Strategy.ENTROPIC
swash,4,False,Strategy.ENTROPIC
gayer,5,False,Strategy.ENTROPIC
druid,3,False,Strategy.ENTROPIC
began,3,False,Strategy.ENTROPIC
inlet,3,False,Strategy.ENTROPIC
derby,4,False,Strategy.ENTROPIC
uncut,3,False,Strategy.ENTROPIC
grape,4,False,Strategy.ENTROPIC
moron,5,False,Strategy.ENTROPIC
tulip,4,False,Strategy.ENTROPIC
creed,3,False,Strategy.ENTROPIC
mound,6,False,Strategy.ENTROPIC
harry,5,False,Strategy.ENTROPIC
chasm,4,False,Strategy.ENTROPIC
soapy,4,False,Strategy.ENTROPIC
zonal,3,False,Strategy.ENTROPIC
skulk,4,False,Strategy.ENTROPIC
leach,2,False,Strategy.ENTROPIC
slime,3,False,Strategy.ENTROPIC
gaily,4,False,Strategy.ENTROPIC
plume,4,False,Strategy.ENTROPIC
poser,3,False,Strategy.ENTROPIC
downy,4,False,Strategy.ENTROPIC
wager,3,False,Strategy.ENTROPIC
reedy,5,False,Strategy.ENTROPIC
woody,4,False,Strategy.ENTROPIC
prism,4,False,Strategy.ENTROPIC
niece,3,False,Strategy.ENTROPIC
cagey,3,False,Strategy.ENTROPIC
pried,4,False,Strategy.ENTROPIC
avian,3,False,Strategy.ENTROPIC
gonad,3,False,Strategy.ENTROPIC
color,3,False,Strategy.ENTROPIC
freed,4,False,Strategy.ENTROPIC
ralph,3,False,Strategy.ENTROPIC
jumbo,5,False,Strategy.ENTROPIC
river,5,False,Strategy.ENTROPIC
token,3,False,Strategy.ENTROPIC
fairy,3,False,Strategy.ENTROPIC
idyll,3,False,Strategy.ENTROPIC
truer,3,False,Strategy.ENTROPIC
clasp,4,False,Strategy.ENTROPIC
stuff,6,False,Strategy.ENTROPIC
boule,3,False,Strategy.ENTROPIC
wreck,3,False,Strategy.ENTROPIC
fatal,4,False,Strategy.ENTROPIC
bowel,4,False,Strategy.ENTROPIC
leant,3,False,Strategy.ENTROPIC
gypsy,3,False,Strategy.ENTROPIC
speed,4,False,Strategy.ENTROPIC
alibi,3,False,Strategy.ENTROPIC
crash,3,False,Strategy.ENTROPIC
elfin,3,False,Strategy.ENTROPIC
abort,3,False,Strategy.ENTROPIC
snuck,4,False,Strategy.ENTROPIC
thick,4,False,Strategy.ENTROPIC
guava,4,False,Strategy.ENTROPIC
hedge,4,False,Strategy.ENTROPIC
cutie,3,False,Strategy.ENTROPIC
grope,3,False,Strategy.ENTROPIC
giver,5,False,Strategy.ENTROPIC
dross,5,False,Strategy.ENTROPIC
vigil,3,False,Strategy.ENTROPIC
femme,4,False,Strategy.ENTROPIC
swore,7,False,Strategy.ENTROPIC
canal,4,False,Strategy.ENTROPIC
laden,2,False,Strategy.ENTROPIC
hippy,4,False,Strategy.ENTROPIC
savoy,4,False,Strategy.ENTROPIC
filth,3,False,Strategy.ENTROPIC
welsh,3,False,Strategy.ENTROPIC
lipid,4,False,Strategy.ENTROPIC
unwed,4,False,Strategy.ENTROPIC
urine,4,False,Strategy.ENTROPIC
gumbo,4,False,Strategy.ENTROPIC
eaten,5,False,Strategy.ENTROPIC
shady,4,False,Strategy.ENTROPIC
caput,4,False,Strategy.ENTROPIC
hussy,4,False,Strategy.ENTROPIC
amaze,5,False,Strategy.ENTROPIC
liken,4,False,Strategy.ENTROPIC
tonga,3,False,Strategy.ENTROPIC
salve,3,False,Strategy.ENTROPIC
puppy,5,False,Strategy.ENTROPIC
salon,3,False,Strategy.ENTROPIC
bless,4,False,Strategy.ENTROPIC
gaffe,4,False,Strategy.ENTROPIC
satyr,2,False,Strategy.ENTROPIC
semen,4,False,Strategy.ENTROPIC
women,5,False,Strategy.ENTROPIC
missy,5,False,Strategy.ENTROPIC
woozy,4,False,Strategy.ENTROPIC
haste,5,False,Strategy.ENTROPIC
reply,4,False,Strategy.ENTROPIC
clack,5,False,Strategy.ENTROPIC
dried,5,False,Strategy.ENTROPIC
amply,3,False,Strategy.ENTROPIC
cello,4,False,Strategy.ENTROPIC
lorry,4,False,Strategy.ENTROPIC
friar,3,False,Strategy.ENTROPIC
arose,3,False,Strategy.ENTROPIC
chick,4,False,Strategy.ENTROPIC
junto,4,False,Strategy.ENTROPIC
newly,3,False,Strategy.ENTROPIC
conch,3,False,Strategy.ENTROPIC
filmy,4,False,Strategy.ENTROPIC
elide,4,False,Strategy.ENTROPIC
amend,3,False,Strategy.ENTROPIC
manic,4,False,Strategy.ENTROPIC
evict,4,False,Strategy.ENTROPIC
satin,3,False,Strategy.ENTROPIC
dodgy,4,False,Strategy.ENTROPIC
tarot,4,False,Strategy.ENTROPIC
crock,4,False,Strategy.ENTROPIC
umbra,4,False,Strategy.ENTROPIC
odder,4,False,Strategy.ENTROPIC
debar,3,False,Strategy.ENTROPIC
reset,4,False,Strategy.ENTROPIC
purer,5,False,Strategy.ENTROPIC
bobby,6,False,Strategy.ENTROPIC
befit,3,False,Strategy.ENTROPIC
verso,3,False,Strategy.ENTROPIC
creme,4,False,Strategy.ENTROPIC
paste,6,False,Strategy.ENTROPIC
rebar,4,False,Strategy.ENTROPIC
imply,2,False,Strategy.ENTROPIC
fetus,3,False,Strategy.ENTROPIC
palsy,3,False,Strategy.ENTROPIC
punch,5,False,Strategy.ENTROPIC
femur,4,False,Strategy.ENTROPIC
kitty,6,False,Strategy.ENTROPIC
quoth,3,False,Strategy.ENTROPIC
scree,3,False,Strategy.ENTROPIC
raven,4,False,Strategy.ENTROPIC
rabid,3,False,Strategy.ENTROPIC
obese,4,False,Strategy.ENTROPIC
spook,4,False,Strategy.ENTROPIC
cabin,3,False,Strategy.ENTROPIC
smote,3,False,Strategy.ENTROPIC
slept,3,False,Strategy.ENTROPIC
tenet,3,False,Strategy.ENTROPIC
harpy,3,False,Strategy.ENTROPIC
slick,3,False,Strategy.ENTROPIC
awoke,4,False,Strategy.ENTROPIC
tight,8,False,Strategy.ENTROPIC
afoul,4,False,Strategy.ENTROPIC
bluer,3,False,Strategy.ENTROPIC
pubic,4,False,Strategy.ENTROPIC
spawn,4,False,Strategy.ENTROPIC
shied,4,False,Strategy.ENTROPIC
shoal,4,False,Strategy.ENTROPIC
blood,5,False,Strategy.ENTROPIC
spool,5,False,Strategy.ENTROPIC
renal,5,False,Strategy.ENTROPIC
racer,6,False,Strategy.ENTROPIC
envoy,3,False,Strategy.ENTROPIC
lance,4,False,Strategy.ENTROPIC
reign,3,False,Strategy.ENTROPIC
stunk,3,False,Strategy.ENTROPIC
roast,2,False,Strategy.ENTROPIC
brood,4,False,Strategy.ENTROPIC
willy,8,False,Strategy.ENTROPIC
abuse,4,False,Strategy.ENTROPIC
raspy,4,False,Strategy.ENTROPIC
loose,3,False,Strategy.ENTROPIC
vegan,4,False,Strategy.ENTROPIC
sheik,4,False,Strategy.ENTROPIC
fauna,4,False,Strategy.ENTROPIC
algae,4,False,Strategy.ENTROPIC
quark,4,False,Strategy.ENTROPIC
rabbi,4,False,Strategy.ENTROPIC
pygmy,3,False,Strategy.ENTROPIC
crump,4,False,Strategy.ENTROPIC
stuck,4,False,Strategy.ENTROPIC
proof,5,False,Strategy.ENTROPIC
smack,4,False,Strategy.ENTROPIC
grass,5,False,Strategy.ENTROPIC
fruit,3,False,Strategy.ENTROPIC
vaunt,7,False,Strategy.ENTROPIC
olden,2,False,Strategy.ENTROPIC
prude,3,False,Strategy.ENTROPIC
optic,3,False,Strategy.ENTROPIC
dying,3,False,Strategy.ENTROPIC
pasty,4,False,Strategy.ENTROPIC
ovary,3,False,Strategy.ENTROPIC
scuba,3,False,Strategy.ENTROPIC
bound,4,False,Strategy.ENTROPIC
snowy,4,False,Strategy.ENTROPIC
grunt,4,False,Strategy.ENTROPIC
worth,4,False,Strategy.ENTROPIC
slimy,3,False,Strategy.ENTROPIC
vomit,3,False,Strategy.ENTROPIC
mocha,3,False,Strategy.ENTROPIC
miser,3,False,Strategy.ENTROPIC
tread,3,False,Strategy.ENTROPIC
begun,3,False,Strategy.ENTROPIC
crick,5,False,Strategy.ENTROPIC
hotly,4,False,Strategy.ENTROPIC
sheer,4,False,Strategy.ENTROPIC
sober,3,False,Strategy.ENTROPIC
radar,4,False,Strategy.ENTROPIC
alley,3,False,Strategy.ENTROPIC
spied,3,False,Strategy.ENTROPIC
elegy,4,False,Strategy.ENTROPIC
cough,5,False,Strategy.ENTROPIC
pouch,5,False,Strategy.ENTROPIC
slide,4,False,Strategy.ENTROPIC
clung,4,False,Strategy.ENTROPIC
coupe,3,False,Strategy.ENTROPIC
flier,4,False,Strategy.ENTROPIC
minim,4,False,Strategy.ENTROPIC
opine,3,False,Strategy.ENTROPIC
weave,4,False,Strategy.ENTROPIC
ingot,2,False,Strategy.ENTROPIC
drier,3,False,Strategy.ENTROPIC
melee,5,False,Strategy.ENTROPIC
gruff,5,False,Strategy.ENTROPIC
strut,3,False,Strategy.ENTROPIC
slack,2,False,Strategy.ENTROPIC
tramp,3,False,Strategy.ENTROPIC
truck,3,False,Strategy.ENTROPIC
cairn,3,False,Strategy.ENTROPIC
sperm,4,False,Strategy.ENTROPIC
dimly,3,False,Strategy.ENTROPIC
ester,5,False,Strategy.ENTROPIC
demon,3,False,Strategy.ENTROPIC
fluid,4,False,Strategy.ENTROPIC
paddy,5,False,Strategy.ENTROPIC
juror,5,False,Strategy.ENTROPIC
tango,3,False,Strategy.ENTROPIC
scion,3,False,Strategy.ENTROPIC
geeky,4,False,Strategy.ENTROPIC
lurid,3,False,Strategy.ENTROPIC
pivot,5,False,Strategy.ENTROPIC
dress,4,False,Strategy.ENTROPIC
sleet,4,False,Strategy.ENTROPIC
sneer,5,False,Strategy.ENTROPIC
filly,5,False,Strategy.ENTROPIC
begat,3,False,Strategy.ENTROPIC
sooty,5,False,Strategy.ENTROPIC
putty,5,False,Strategy.ENTROPIC
sling,5,False,Strategy.ENTROPIC
furry,5,False,Strategy.ENTROPIC
lurch,4,False,Strategy.ENTROPIC
hymen,3,False,Strategy.ENTROPIC
privy,4,False,Strategy.ENTROPIC
entry,3,False,Strategy.ENTROPIC
spank,4,False,Strategy.ENTROPIC
crack,6,False,Strategy.ENTROPIC
bingo,3,False,Strategy.ENTROPIC
afire,2,False,Strategy.ENTROPIC
china,3,False,Strategy.ENTROPIC
creek,3,False,Strategy.ENTROPIC
haute,3,False,Strategy.ENTROPIC
snipe,3,False,Strategy.ENTROPIC
theta,3,False,Strategy.ENTROPIC
terra,4,False,Strategy.ENTROPIC
mamma,6,False,Strategy.ENTROPIC
gulch,3,False,Strategy.ENTROPIC
ripen,3,False,Strategy.ENTROPIC
sheen,4,False,Strategy.ENTROPIC
meaty,3,False,Strategy.ENTROPIC
flack,4,False,Strategy.ENTROPIC
strip,3,False,Strategy.ENTROPIC
rally,3,False,Strategy.ENTROPIC
chide,3,False,Strategy.ENTROPIC
blind,3,False,Strategy.ENTROPIC
morph,4,False,Strategy.ENTROPIC
stank,4,False,Strategy.ENTROPIC
hoist,2,False,Strategy.ENTROPIC
filer,3,False,Strategy.ENTROPIC
maker,5,False,Strategy.ENTROPIC
widow,4,False,Strategy.ENTROPIC
drake,4,False,Strategy.ENTROPIC
tribe,2,False,Strategy.ENTROPIC
valve,5,False,Strategy.ENTROPIC
musky,5,False,Strategy.ENTROPIC
botch,3,False,Strategy.ENTROPIC
steak,4,False,Strategy.ENTROPIC
drama,3,False,Strategy.ENTROPIC
virus,3,False,Strategy.ENTROPIC
milky,5,False,Strategy.ENTROPIC
serif,3,False,Strategy.ENTROPIC
mafia,4,False,Strategy.ENTROPIC
prawn,4,False,Strategy.ENTROPIC
sonar,4,False,Strategy.ENTROPIC
apnea,4,False,Strategy.ENTROPIC
drank,3,False,Strategy.ENTROPIC
newer,5,False,Strategy.ENTROPIC
sieve,4,False,Strategy.ENTROPIC
baggy,5,False,Strategy.ENTROPIC
puree,5,False,Strategy.ENTROPIC
short,3,False,Strategy.ENTROPIC
piggy,4,False,Strategy.ENTROPIC
smell,4,False,Strategy.ENTROPIC
suing,4,False,Strategy.ENTROPIC
ditch,4,False,Strategy.ENTROPIC
bosom,3,False,Strategy.ENTROPIC
creep,4,False,Strategy.ENTROPIC
blitz,3,False,Strategy.ENTROPIC
penny,4,False,Strategy.ENTROPIC
bezel,4,False,Strategy.ENTROPIC
mange,3,False,Strategy.ENTROPIC
droit,3,False,Strategy.ENTROPIC
parka,4,False,Strategy.ENTROPIC
unity,3,False,Strategy.ENTROPIC
bunny,5,False,Strategy.ENTROPIC
sixty,3,False,Strategy.ENTROPIC
boney,3,False,Strategy.ENTROPIC
frisk,3,False,Strategy.ENTROPIC
caddy,6,False,Strategy.ENTROPIC
sewer,5,False,Strategy.ENTROPIC
lyric,4,False,Strategy.ENTROPIC
kappa,4,False,Strategy.ENTROPIC
razor,3,False,Strategy.ENTROPIC
batch,4,False,Strategy.ENTROPIC
lupus,3,False,Strategy.ENTROPIC
ankle,4,False,Strategy.ENTROPIC
spiny,4,False,Strategy.ENTROPIC
croup,3,False,Strategy.ENTROPIC
gusto,3,False,Strategy.ENTROPIC
quasi,3,False,Strategy.ENTROPIC
swift,4,False,Strategy.ENTROPIC
flute,4,False,Strategy.ENTROPIC
mover,5,False,Strategy.ENTROPIC
wooly,7,False,Strategy.ENTROPIC
comic,4,False,Strategy.ENTROPIC
swear,6,False,Strategy.ENTROPIC
bused,3,False,Strategy.ENTROPIC
axial,3,False,Strategy.ENTROPIC
ovate,3,False,Strategy.ENTROPIC
fable,4,False,Strategy.ENTROPIC
rumor,4,False,Strategy.ENTROPIC
sworn,4,False,Strategy.ENTROPIC
kinky,4,False,Strategy.ENTROPIC
poesy,4,False,Strategy.ENTROPIC
peril,3,False,Strategy.ENTROPIC
myrrh,3,False,Strategy.ENTROPIC
taint,5,False,Strategy.ENTROPIC
wield,4,False,Strategy.ENTROPIC
girly,3,False,Strategy.ENTROPIC
erase,6,False,Strategy.ENTROPIC
claim,3,False,Strategy.ENTROPIC
dowdy,4,False,Strategy.ENTROPIC
butte,3,False,Strategy.ENTROPIC
chili,5,False,Strategy.ENTROPIC
waver,5,False,Strategy.ENTROPIC
ruler,4,False,Strategy.ENTROPIC
buyer,4,False,Strategy.ENTROPIC
sooth,5,False,Strategy.ENTROPIC
spree,4,False,Strategy.ENTROPIC
tense,3,False,Strategy.ENTROPIC
lumen,3,False,Strategy.ENTROPIC
horny,4,False,Strategy.ENTROPIC
icily,3,False,Strategy.ENTROPIC
hovel,4,False,Strategy.ENTROPIC
posit,3,False,Strategy.ENTROPIC
scamp,3,False,Strategy.ENTROPIC
sully,4,False,Strategy.ENTROPIC
wrest,3,False,Strategy.ENTROPIC
flush,4,False,Strategy.ENTROPIC
etude,3,False,Strategy.ENTROPIC
clang,4,False,Strategy.ENTROPIC
shone,4,False,Strategy.ENTROPIC
fiery,4,False,Strategy.ENTROPIC
tepee,4,False,Strategy.ENTROPIC
moody,5,False,Strategy.ENTROPIC
plied,4,False,Strategy.ENTROPIC
slyly,4,False,Strategy.ENTROPIC
belle,4,False,Strategy.ENTROPIC
warty,3,False,Strategy.ENTROPIC
cried,3,False,Strategy.ENTROPIC
fanny,5,False,Strategy.ENTROPIC
pesto,3,False,Strategy.ENTROPIC
rugby,4,False,Strategy.ENTROPIC
golly,4,False,Strategy.ENTROPIC
