target,guess_count,memory,strategy
vocal,3,True,Strategy.ENTROPIC
among,3,True,Strategy.ENTROPIC
flaky,3,True,Strategy.ENTROPIC
slant,3,True,Strategy.ENTROPIC
cabal,3,True,Strategy.ENTROPIC
muddy,3,True,Strategy.ENTROPIC
cleat,3,True,Strategy.ENTROPIC
gloss,3,True,Strategy.ENTROPIC
fecal,3,True,Strategy.ENTROPIC
trial,2,True,Strategy.ENTROPIC
visit,4,True,Strategy.ENTROPIC
allay,4,True,Strategy.ENTROPIC
sepia,2,True,Strategy.ENTROPIC
legal,3,True,Strategy.ENTROPIC
purse,2,True,Strategy.ENTROPIC
rigor,3,True,Strategy.ENTROPIC
wharf,3,True,Strategy.ENTROPIC
swami,4,True,Strategy.ENTROPIC
align,2,True,Strategy.ENTROPIC
cubic,4,True,Strategy.ENTROPIC
wrack,3,True,Strategy.ENTROPIC
cavil,3,True,Strategy.ENTROPIC
fluke,3,True,Strategy.ENTROPIC
tweet,3,True,Strategy.ENTROPIC
shirt,2,True,Strategy.ENTROPIC
winch,4,True,Strategy.ENTROPIC
wryly,4,True,Strategy.ENTROPIC
sinew,3,True,Strategy.ENTROPIC
ovoid,4,True,Strategy.ENTROPIC
baron,3,True,Strategy.ENTROPIC
shook,4,True,Strategy.ENTROPIC
thong,3,True,Strategy.ENTROPIC
gourd,3,True,Strategy.ENTROPIC
alloy,3,True,Strategy.ENTROPIC
slush,4,True,Strategy.ENTROPIC
aider,2,True,Strategy.ENTROPIC
ovine,4,True,Strategy.ENTROPIC
dense,3,True,Strategy.ENTROPIC
pecan,4,True,Strategy.ENTROPIC
mammy,6,True,Strategy.ENTROPIC
gassy,3,True,Strategy.ENTROPIC
wimpy,3,True,Strategy.ENTROPIC
beech,3,True,Strategy.ENTROPIC
payer,4,True,Strategy.ENTROPIC
snore,2,True,Strategy.ENTROPIC
macro,4,True,Strategy.ENTROPIC
mower,3,True,Strategy.ENTROPIC
toddy,4,True,Strategy.ENTROPIC
saner,2,True,Strategy.ENTROPIC
dealt,3,True,Strategy.ENTROPIC
berry,3,True,Strategy.ENTROPIC
cliff,4,True,Strategy.ENTROPIC
hasty,3,True,Strategy.ENTROPIC
bloat,3,True,Strategy.ENTROPIC
puffy,4,True,Strategy.ENTROPIC
quell,3,True,Strategy.ENTROPIC
humus,3,True,Strategy.ENTROPIC
loath,3,True,Strategy.ENTROPIC
shale,3,True,Strategy.ENTROPIC
copse,2,True,Strategy.ENTROPIC
teddy,3,True,Strategy.ENTROPIC
pushy,3,True,Strategy.ENTROPIC
quack,3,True,Strategy.ENTROPIC
graze,5,True,Strategy.ENTROPIC
rehab,3,True,Strategy.ENTROPIC
juicy,3,True,Strategy.ENTROPIC
roost,3,True,Strategy.ENTROPIC
seize,4,True,Strategy.ENTROPIC
vista,3,True,Strategy.ENTROPIC
erect,3,True,Strategy.ENTROPIC
drunk,3,True,Strategy.ENTROPIC
screw,3,True,Strategy.ENTROPIC
aping,2,True,Strategy.ENTROPIC
adorn,3,True,Strategy.ENTROPIC
fatty,3,True,Strategy.ENTROPIC
decor,3,True,Strategy.ENTROPIC
crude,2,True,Strategy.ENTROPIC
ombre,2,True,Strategy.ENTROPIC
hydro,3,True,Strategy.ENTROPIC
burst,2,True,Strategy.ENTROPIC
sigma,3,True,Strategy.ENTROPIC
white,3,True,Strategy.ENTROPIC
avoid,2,True,Strategy.ENTROPIC
cycle,3,True,Strategy.ENTROPIC
theft,4,True,Strategy.ENTROPIC
synod,4,True,Strategy.ENTROPIC
cabby,4,True,Strategy.ENTROPIC
truce,3,True,Strategy.ENTROPIC
tamer,2,True,Strategy.ENTROPIC
aunty,3,True,Strategy.ENTROPIC
snuff,3,True,Strategy.ENTROPIC
clout,4,True,Strategy.ENTROPIC
pagan,4,True,Strategy.ENTROPIC
godly,3,True,Strategy.ENTROPIC
opium,3,True,Strategy.ENTROPIC
shack,3,True,Strategy.ENTROPIC
chess,3,True,Strategy.ENTROPIC
brawl,3,True,Strategy.ENTROPIC
cobra,3,True,Strategy.ENTROPIC
covey,3,True,Strategy.ENTROPIC
taker,4,True,Strategy.ENTROPIC
booth,4,True,Strategy.ENTROPIC
eight,4,True,Strategy.ENTROPIC
stalk,3,True,Strategy.ENTROPIC
buxom,3,True,Strategy.ENTROPIC
skull,4,True,Strategy.ENTROPIC
slain,3,True,Strategy.ENTROPIC
augur,3,True,Strategy.ENTROPIC
fudge,3,True,Strategy.ENTROPIC
plush,2,True,Strategy.ENTROPIC
shock,3,True,Strategy.ENTROPIC
stave,3,True,Strategy.ENTROPIC
dusty,4,True,Strategy.ENTROPIC
sadly,3,True,Strategy.ENTROPIC
remit,3,True,Strategy.ENTROPIC
sumac,4,True,Strategy.ENTROPIC
gazer,4,True,Strategy.ENTROPIC
arise,1,True,Strategy.ENTROPIC
abled,2,True,Strategy.ENTROPIC
billy,4,True,Strategy.ENTROPIC
login,3,True,Strategy.ENTROPIC
emcee,4,True,Strategy.ENTROPIC
pooch,3,True,Strategy.ENTROPIC
freer,4,True,Strategy.ENTROPIC
harem,4,True,Strategy.ENTROPIC
cress,3,True,Strategy.ENTROPIC
idiot,3,True,Strategy.ENTROPIC
drawl,3,True,Strategy.ENTROPIC
rifle,2,True,Strategy.ENTROPIC
waive,5,True,Strategy.ENTROPIC
quilt,3,True,Strategy.ENTROPIC
siren,3,True,Strategy.ENTROPIC
orbit,2,True,Strategy.ENTROPIC
swash,4,True,Strategy.ENTROPIC
gayer,3,True,Strategy.ENTROPIC
druid,3,True,Strategy.ENTROPIC
began,3,True,Strategy.ENTROPIC
inlet,2,True,Strategy.ENTROPIC
derby,3,True,Strategy.ENTROPIC
uncut,3,True,Strategy.ENTROPIC
grape,3,True,Strategy.ENTROPIC
moron,3,True,Strategy.ENTROPIC
tulip,2,True,Strategy.ENTROPIC
creed,3,True,Strategy.ENTROPIC
mound,4,True,Strategy.ENTROPIC
harry,3,True,Strategy.ENTROPIC
chasm,3,True,Strategy.ENTROPIC
soapy,3,True,Strategy.ENTROPIC
zonal,3,True,Strategy.ENTROPIC
skulk,3,True,Strategy.ENTROPIC
leach,3,True,Strategy.ENTROPIC
slime,4,True,Strategy.ENTROPIC
gaily,3,True,Strategy.ENTROPIC
plume,3,True,Strategy.ENTROPIC
poser,2,True,Strategy.ENTROPIC
downy,3,True,Strategy.ENTROPIC
wager,4,True,Strategy.ENTROPIC
reedy,4,True,Strategy.ENTROPIC
woody,2,True,Strategy.ENTROPIC
prism,3,True,Strategy.ENTROPIC
niece,3,True,Strategy.ENTROPIC
cagey,3,True,Strategy.ENTROPIC
pried,3,True,Strategy.ENTROPIC
avian,3,True,Strategy.ENTROPIC
gonad,3,True,Strategy.ENTROPIC
color,3,True,Strategy.ENTROPIC
freed,3,True,Strategy.ENTROPIC
ralph,3,True,Strategy.ENTROPIC
jumbo,3,True,Strategy.ENTROPIC
river,5,True,Strategy.ENTROPIC
token,3,True,Strategy.ENTROPIC
fairy,4,True,Strategy.ENTROPIC
idyll,3,True,Strategy.ENTROPIC
truer,3,True,Strategy.ENTROPIC
clasp,2,True,Strategy.ENTROPIC
stuff,3,True,Strategy.ENTROPIC
boule,3,True,Strategy.ENTROPIC
wreck,3,True,Strategy.ENTROPIC
fatal,3,True,Strategy.ENTROPIC
bowel,3,True,Strategy.ENTROPIC
leant,2,True,Strategy.ENTROPIC
gypsy,3,True,Strategy.ENTROPIC
speed,3,True,Strategy.ENTROPIC
alibi,3,True,Strategy.ENTROPIC
crash,2,True,Strategy.ENTROPIC
elfin,3,True,Strategy.ENTROPIC
abort,2,True,Strategy.ENTROPIC
snuck,3,True,Strategy.ENTROPIC
thick,3,True,Strategy.ENTROPIC
guava,3,True,Strategy.ENTROPIC
hedge,4,True,Strategy.ENTROPIC
cutie,3,True,Strategy.ENTROPIC
grope,2,True,Strategy.ENTROPIC
giver,4,True,Strategy.ENTROPIC
dross,2,True,Strategy.ENTROPIC
vigil,5,True,Strategy.ENTROPIC
femme,4,True,Strategy.ENTROPIC
swore,2,True,Strategy.ENTROPIC
canal,3,True,Strategy.ENTROPIC
laden,3,True,Strategy.ENTROPIC
hippy,3,True,Strategy.ENTROPIC
savoy,3,True,Strategy.ENTROPIC
filth,4,True,Strategy.ENTROPIC
welsh,2,True,Strategy.ENTROPIC
lipid,3,True,Strategy.ENTROPIC
unwed,3,True,Strategy.ENTROPIC
urine,2,True,Strategy.ENTROPIC
gumbo,3,True,Strategy.ENTROPIC
eaten,4,True,Strategy.ENTROPIC
shady,3,True,Strategy.ENTROPIC
caput,3,True,Strategy.ENTROPIC
hussy,3,True,Strategy.ENTROPIC
amaze,3,True,Strategy.ENTROPIC
liken,3,True,Strategy.ENTROPIC
tonga,3,True,Strategy.ENTROPIC
salve,3,True,Strategy.ENTROPIC
puppy,3,True,Strategy.ENTROPIC
salon,2,True,Strategy.ENTROPIC
bless,2,True,Strategy.ENTROPIC
gaffe,3,True,Strategy.ENTROPIC
satyr,3,True,Strategy.ENTROPIC
semen,3,True,Strategy.ENTROPIC
women,3,True,Strategy.ENTROPIC
missy,3,True,Strategy.ENTROPIC
woozy,3,True,Strategy.ENTROPIC
haste,2,True,Strategy.ENTROPIC
reply,3,True,Strategy.ENTROPIC
clack,3,True,Strategy.ENTROPIC
dried,3,True,Strategy.ENTROPIC
amply,2,True,Strategy.ENTROPIC
cello,3,True,Strategy.ENTROPIC
lorry,3,True,Strategy.ENTROPIC
friar,3,True,Strategy.ENTROPIC
arose,1,True,Strategy.ENTROPIC
chick,3,True,Strategy.ENTROPIC
junto,3,True,Strategy.ENTROPIC
newly,3,True,Strategy.ENTROPIC
conch,3,True,Strategy.ENTROPIC
filmy,3,True,Strategy.ENTROPIC
elide,3,True,Strategy.ENTROPIC
amend,2,True,Strategy.ENTROPIC
manic,3,True,Strategy.ENTROPIC
evict,3,True,Strategy.ENTROPIC
satin,2,True,Strategy.ENTROPIC
dodgy,3,True,Strategy.ENTROPIC
tarot,3,True,Strategy.ENTROPIC
crock,4,True,Strategy.ENTROPIC
umbra,3,True,Strategy.ENTROPIC
odder,4,True,Strategy.ENTROPIC
debar,2,True,Strategy.ENTROPIC
reset,2,True,Strategy.ENTROPIC
purer,4,True,Strategy.ENTROPIC
bobby,4,True,Strategy.ENTROPIC
befit,3,True,Strategy.ENTROPIC
verso,3,True,Strategy.ENTROPIC
creme,3,True,Strategy.ENTROPIC
paste,3,True,Strategy.ENTROPIC
rebar,2,True,Strategy.ENTROPIC
imply,4,True,Strategy.ENTROPIC
fetus,2,True,Strategy.ENTROPIC
palsy,3,True,Strategy.ENTROPIC
punch,3,True,Strategy.ENTROPIC
femur,2,True,Strategy.ENTROPIC
kitty,3,True,Strategy.ENTROPIC
quoth,3,True,Strategy.ENTROPIC
scree,3,True,Strategy.ENTROPIC
raven,2,True,Strategy.ENTROPIC
rabid,2,True,Strategy.ENTROPIC
obese,3,True,Strategy.ENTROPIC
spook,4,True,Strategy.ENTROPIC
cabin,3,True,Strategy.ENTROPIC
smote,3,True,Strategy.ENTROPIC
slept,3,True,Strategy.ENTROPIC
tenet,3,True,Strategy.ENTROPIC
harpy,3,True,Strategy.ENTROPIC
slick,3,True,Strategy.ENTROPIC
awoke,3,True,Strategy.ENTROPIC
tight,4,True,Strategy.ENTROPIC
afoul,2,True,Strategy.ENTROPIC
bluer,2,True,Strategy.ENTROPIC
pubic,3,True,Strategy.ENTROPIC
spawn,3,True,Strategy.ENTROPIC
shied,2,True,Strategy.ENTROPIC
shoal,2,True,Strategy.ENTROPIC
blood,3,True,Strategy.ENTROPIC
spool,2,True,Strategy.ENTROPIC
renal,1,True,Strategy.ENTROPIC
racer,4,True,Strategy.ENTROPIC
envoy,3,True,Strategy.ENTROPIC
lance,2,True,Strategy.ENTROPIC
reign,4,True,Strategy.ENTROPIC
stunk,4,True,Strategy.ENTROPIC
roast,2,True,Strategy.ENTROPIC
brood,3,True,Strategy.ENTROPIC
willy,5,True,Strategy.ENTROPIC
abuse,2,True,Strategy.ENTROPIC
raspy,2,True,Strategy.ENTROPIC
loose,2,True,Strategy.ENTROPIC
vegan,3,True,Strategy.ENTROPIC
sheik,3,True,Strategy.ENTROPIC
fauna,3,True,Strategy.ENTROPIC
algae,3,True,Strategy.ENTROPIC
quark,3,True,Strategy.ENTROPIC
rabbi,4,True,Strategy.ENTROPIC
pygmy,3,True,Strategy.ENTROPIC
crump,3,True,Strategy.ENTROPIC
stuck,3,True,Strategy.ENTROPIC
proof,3,True,Strategy.ENTROPIC
smack,3,True,Strategy.ENTROPIC
grass,2,True,Strategy.ENTROPIC
fruit,3,True,Strategy.ENTROPIC
vaunt,3,True,Strategy.ENTROPIC
olden,2,True,Strategy.ENTROPIC
prude,2,True,Strategy.ENTROPIC
optic,3,True,Strategy.ENTROPIC
dying,2,True,Strategy.ENTROPIC
pasty,2,True,Strategy.ENTROPIC
ovary,3,True,Strategy.ENTROPIC
scuba,3,True,Strategy.ENTROPIC
bound,3,True,Strategy.ENTROPIC
snowy,3,True,Strategy.ENTROPIC
grunt,2,True,Strategy.ENTROPIC
worth,3,True,Strategy.ENTROPIC
slimy,2,True,Strategy.ENTROPIC
vomit,3,True,Strategy.ENTROPIC
mocha,3,True,Strategy.ENTROPIC
miser,2,True,Strategy.ENTROPIC
tread,2,True,Strategy.ENTROPIC
begun,3,True,Strategy.ENTROPIC
crick,3,True,Strategy.ENTROPIC
hotly,2,True,Strategy.ENTROPIC
sheer,4,True,Strategy.ENTROPIC
sober,2,True,Strategy.ENTROPIC
radar,3,True,Strategy.ENTROPIC
alley,3,True,Strategy.ENTROPIC
spied,3,True,Strategy.ENTROPIC
elegy,3,True,Strategy.ENTROPIC
cough,4,True,Strategy.ENTROPIC
pouch,3,True,Strategy.ENTROPIC
slide,3,True,Strategy.ENTROPIC
clung,3,True,Strategy.ENTROPIC
coupe,2,True,Strategy.ENTROPIC
flier,3,True,Strategy.ENTROPIC
minim,3,True,Strategy.ENTROPIC
opine,2,True,Strategy.ENTROPIC
weave,4,True,Strategy.ENTROPIC
ingot,3,True,Strategy.ENTROPIC
drier,3,True,Strategy.ENTROPIC
melee,3,True,Strategy.ENTROPIC
gruff,3,True,Strategy.ENTROPIC
strut,3,True,Strategy.ENTROPIC
slack,3,True,Strategy.ENTROPIC
tramp,2,True,Strategy.ENTROPIC
truck,3,True,Strategy.ENTROPIC
cairn,3,True,Strategy.ENTROPIC
sperm,2,True,Strategy.ENTROPIC
dimly,2,True,Strategy.ENTROPIC
ester,2,True,Strategy.ENTROPIC
demon,2,True,Strategy.ENTROPIC
fluid,3,True,Strategy.ENTROPIC
paddy,2,True,Strategy.ENTROPIC
juror,4,True,Strategy.ENTROPIC
tango,3,True,Strategy.ENTROPIC
scion,3,True,Strategy.ENTROPIC
geeky,3,True,Strategy.ENTROPIC
lurid,2,True,Strategy.ENTROPIC
pivot,2,True,Strategy.ENTROPIC
dress,3,True,Strategy.ENTROPIC
sleet,3,True,Strategy.ENTROPIC
sneer,4,True,Strategy.ENTROPIC
filly,4,True,Strategy.ENTROPIC
begat,2,True,Strategy.ENTROPIC
sooty,4,True,Strategy.ENTROPIC
putty,3,True,Strategy.ENTROPIC
sling,3,True,Strategy.ENTROPIC
furry,4,True,Strategy.ENTROPIC
lurch,2,True,Strategy.ENTROPIC
hymen,3,True,Strategy.ENTROPIC
privy,2,True,Strategy.ENTROPIC
entry,3,True,Strategy.ENTROPIC
spank,3,True,Strategy.ENTROPIC
crack,3,True,Strategy.ENTROPIC
bingo,3,True,Strategy.ENTROPIC
afire,2,True,Strategy.ENTROPIC
china,3,True,Strategy.ENTROPIC
creek,3,True,Strategy.ENTROPIC
haute,3,True,Strategy.ENTROPIC
snipe,2,True,Strategy.ENTROPIC
theta,3,True,Strategy.ENTROPIC
terra,2,True,Strategy.ENTROPIC
mamma,4,True,Strategy.ENTROPIC
gulch,3,True,Strategy.ENTROPIC
ripen,2,True,Strategy.ENTROPIC
sheen,3,True,Strategy.ENTROPIC
meaty,2,True,Strategy.ENTROPIC
flack,3,True,Strategy.ENTROPIC
strip,2,True,Strategy.ENTROPIC
rally,3,True,Strategy.ENTROPIC
chide,3,True,Strategy.ENTROPIC
blind,2,True,Strategy.ENTROPIC
morph,2,True,Strategy.ENTROPIC
stank,3,True,Strategy.ENTROPIC
hoist,3,True,Strategy.ENTROPIC
filer,3,True,Strategy.ENTROPIC
maker,2,True,Strategy.ENTROPIC
widow,3,True,Strategy.ENTROPIC
drake,2,True,Strategy.ENTROPIC
tribe,2,True,Strategy.ENTROPIC
valve,3,True,Strategy.ENTROPIC
musky,2,True,Strategy.ENTROPIC
botch,3,True,Strategy.ENTROPIC
steak,2,True,Strategy.ENTROPIC
drama,3,True,Strategy.ENTROPIC
virus,2,True,Strategy.ENTROPIC
milky,3,True,Strategy.ENTROPIC
serif,2,True,Strategy.ENTROPIC
mafia,4,True,Strategy.ENTROPIC
prawn,2,True,Strategy.ENTROPIC
sonar,2,True,Strategy.ENTROPIC
apnea,2,True,Strategy.ENTROPIC
drank,3,True,Strategy.ENTROPIC
newer,3,True,Strategy.ENTROPIC
sieve,3,True,Strategy.ENTROPIC
baggy,3,True,Strategy.ENTROPIC
puree,3,True,Strategy.ENTROPIC
short,2,True,Strategy.ENTROPIC
piggy,4,True,Strategy.ENTROPIC
smell,2,True,Strategy.ENTROPIC
suing,2,True,Strategy.ENTROPIC
ditch,3,True,Strategy.ENTROPIC
bosom,3,True,Strategy.ENTROPIC
creep,3,True,Strategy.ENTROPIC
blitz,2,True,Strategy.ENTROPIC
penny,3,True,Strategy.ENTROPIC
bezel,3,True,Strategy.ENTROPIC
mange,3,True,Strategy.ENTROPIC
droit,3,True,Strategy.ENTROPIC
parka,3,True,Strategy.ENTROPIC
unity,2,True,Strategy.ENTROPIC
bunny,4,True,Strategy.ENTROPIC
sixty,2,True,Strategy.ENTROPIC
boney,3,True,Strategy.ENTROPIC
frisk,2,True,Strategy.ENTROPIC
caddy,3,True,Strategy.ENTROPIC
sewer,3,True,Strategy.ENTROPIC
lyric,3,True,Strategy.ENTROPIC
kappa,4,True,Strategy.ENTROPIC
razor,3,True,Strategy.ENTROPIC
batch,2,True,Strategy.ENTROPIC
lupus,3,True,Strategy.ENTROPIC
ankle,2,True,Strategy.ENTROPIC
spiny,3,True,Strategy.ENTROPIC
croup,2,True,Strategy.ENTROPIC
gusto,3,True,Strategy.ENTROPIC
quasi,3,True,Strategy.ENTROPIC
swift,2,True,Strategy.ENTROPIC
flute,2,True,Strategy.ENTROPIC
mover,3,True,Strategy.ENTROPIC
wooly,3,True,Strategy.ENTROPIC
comic,3,True,Strategy.ENTROPIC
swear,3,True,Strategy.ENTROPIC
bused,2,True,Strategy.ENTROPIC
axial,3,True,Strategy.ENTROPIC
ovate,2,True,Strategy.ENTROPIC
fable,2,True,Strategy.ENTROPIC
rumor,4,True,Strategy.ENTROPIC
sworn,4,True,Strategy.ENTROPIC
kinky,3,True,Strategy.ENTROPIC
poesy,3,True,Strategy.ENTROPIC
peril,2,True,Strategy.ENTROPIC
myrrh,3,True,Strategy.ENTROPIC
taint,2,True,Strategy.ENTROPIC
wield,2,True,Strategy.ENTROPIC
girly,2,True,Strategy.ENTROPIC
erase,3,True,Strategy.ENTROPIC
claim,2,True,Strategy.ENTROPIC
dowdy,3,True,Strategy.ENTROPIC
butte,2,True,Strategy.ENTROPIC
chili,2,True,Strategy.ENTROPIC
waver,3,True,Strategy.ENTROPIC
ruler,4,True,Strategy.ENTROPIC
buyer,2,True,Strategy.ENTROPIC
sooth,2,True,Strategy.ENTROPIC
spree,3,True,Strategy.ENTROPIC
tense,2,True,Strategy.ENTROPIC
lumen,3,True,Strategy.ENTROPIC
horny,2,True,Strategy.ENTROPIC
icily,2,True,Strategy.ENTROPIC
hovel,2,True,Strategy.ENTROPIC
posit,3,True,Strategy.ENTROPIC
scamp,3,True,Strategy.ENTROPIC
sully,3,True,Strategy.ENTROPIC
wrest,3,True,Strategy.ENTROPIC
flush,2,True,Strategy.ENTROPIC
etude,2,True,Strategy.ENTROPIC
clang,3,True,Strategy.ENTROPIC
shone,3,True,Strategy.ENTROPIC
fiery,3,True,Strategy.ENTROPIC
tepee,2,True,Strategy.ENTROPIC
moody,3,True,Strategy.ENTROPIC
plied,2,True,Strategy.ENTROPIC
slyly,3,True,Strategy.ENTROPIC
belle,2,True,Strategy.ENTROPIC
warty,2,True,Strategy.ENTROPIC
cried,2,True,Strategy.ENTROPIC
fanny,3,True,Strategy.ENTROPIC
pesto,2,True,Strategy.ENTROPIC
rugby,3,True,Strategy.ENTROPIC
golly,3,True,Strategy.ENTROPIC
